High,Low,Close,Volume,Mfv
344.01001,339.51001,343.690002,3244600,2783134.24
345.940002,342.369995,345.059998,3027300,1534845.72
348.76001,341.859985,346.339996,3174700,947804.17
345.899994,342.829987,345.450012,2762800,1952892.88
349.51001,345.5,348.559998,2858600,1504137.39
349.600006,344.920013,348.429993,2620800,1310383.48
348.660004,343.019989,345.660004,2677500,-170896.68
348.440002,343.880005,345.089996,2804800,-1316297.81
349.940002,345.829987,346.230011,3117800,-2510894.76
348.410004,344.149994,345.390015,2998600,-1252910.68
344.829987,339.959991,340.890015,2977100,-1840025.37
342.690002,338.450012,338.660004,2741300,-2469765.84
340,334.350006,335.859985,3466100,-1613447.34
338.880005,333.48999,336.839996,2794200,679106.39
339.850006,337.769989,338.630005,2355700,-407696.99
339.619995,336.549988,336.899994,2623200,-2025067.33
338.320007,335.459991,336.160004,2685400,-1370851.47
336.190002,330.579987,331.709991,3608200,-2154627.97
338.359985,332.179993,337.410004,2634700,1824694.12
341.48999,337.5,341.329987,3066900,2820927.85
345.329987,340.579987,343.75,2789700,933830.64
349.390015,344.5,349.019989,3433700,2914045.86
354.350006,349.790009,351.809998,4409100,-502810.81
354.029999,344.059998,346.630005,5486200,-2657800.60
346.950012,344.299988,346.170013,3062900,1259852.98
348,344.690002,346.299988,2602400,-70780.61
350.109985,346.880005,348.179993,3052100,-595308.70
351.200012,348.600006,350.559998,3701100,1878984.35
350.649994,348.809998,350.01001,2196200,668443.57
355.950012,351.25,354.25,3387500,936957.04
357.309998,354.480011,356.790009,3572900,2259912.56
360,357.230011,359.859985,2822500,2537161.44
360.559998,358.070007,358.929993,3260000,-1008140.97
362.609985,358.179993,361.329987,3215300,1357248.08
363.029999,360.25,361,2918800,-1343907.35
362.459991,360.049988,361.799988,2110200,954401.99
363.190002,361.23999,362.679993,1282000,611407.68
362.640015,359.579987,361.339996,2580300,387876.25
362.119995,359.209991,360.049988,2953500,-1248395.03
361.519989,358.299988,358.690002,3141100,-2380185.34
