Close,Roc
11045.27,0
11167.32,0
11008.61,0
11151.83,0
10926.77,0
10868.12,0
10520.32,0
10380.43,0
10785.14,0
10748.26,-0.03
10896.91,-0.02
10782.95,-0.02
10620.16,-0.05
10625.83,-0.03
10510.95,-0.03
10444.37,-0.01
10068.01,-0.03
10193.39,-0.05
10066.57,-0.06
10043.75,-0.08
