Open,High,Low,Close,Bop
340.049988,341.890015,338.700012,341.559998,0
339.75,341.799988,338.910004,341.459991,1
340.519989,344.070007,340.390015,340.899994,0
340.480011,343.480011,339.869995,341.130005,0
341.230011,343.839996,340.929993,343.369995,1
345.290009,346.440002,344.309998,345.350006,0
345.600006,346.209991,343.450012,343.540009,-1
344.98999,345,340.51001,341.089996,-1
341.089996,345.720001,341.089996,344.25,1
344.049988,347.25,343.540009,345.339996,0
344.209991,345.380005,341.98999,342.429993,-1
343.089996,346.790009,342.850006,346.609985,1
346.76001,347.619995,345.100006,345.76001,0
346.769989,351.190002,346.279999,349.630005,1
349.320007,349.660004,345.540009,347.579987,0
347.559998,351.089996,347.519989,349.799988,1
350.690002,351.269989,348.600006,349.309998,-1
349.929993,351,348.320007,349.809998,0
350.730011,352.329987,350.209991,351.959991,1
352.029999,353.420013,351.25,352.26001,0
351.450012,352.890015,349.690002,351.190002,0
350.290009,354.470001,349.420013,353.809998,1
353.98999,355.109985,349.390015,349.98999,-1
355.730011,364.630005,355.149994,362.579987,1
359.420013,364.25,358.850006,363.730011,1
364.200012,364.429993,356.059998,358.019989,-1
359.359985,362.350006,355.920013,356.980011,0
356.26001,359.25,353.200012,358.350006,0
358.25,358.950012,356.809998,358.480011,0
357,357.920013,353.670013,354.5,-1
354.600006,358.720001,353.380005,354.109985,0
354.01001,356.299988,351.880005,353.190002,0
351.470001,354.299988,351.25,352.559998,0
354.089996,354.179993,349.609985,352.089996,0
353.01001,353.5,349.660004,350.570007,-1
351.630005,354.320007,351.540009,354.26001,1
354.350006,357.230011,354.130005,354.299988,0
354.98999,357.350006,352.920013,355.929993,0
357.890015,358.410004,354.529999,355.549988,-1
355.040009,358.589996,354.01001,358.290009,1
358.630005,362.679993,358.600006,361.059998,1
362.179993,362.470001,359.25,360.200012,-1
362,363.390015,360.600006,362.459991,0
363.880005,366.470001,360,360.470001,-1
360.019989,362.799988,359.26001,361.670013,0
360.959991,363.299988,360.869995,361.799988,0
362.519989,364.829987,361.769989,363.149994,0
364.869995,366.609985,364.51001,365.519989,0
365.649994,370.429993,365.470001,367.779999,0
369.329987,370.839996,365.970001,367.820007,0
370.100006,370.220001,368.26001,369.5,0
368.519989,370.200012,367.519989,367.859985,0
369.329987,371.329987,367.790009,370.429993,0
371.640015,373.339996,368.459991,370.480011,0
371.329987,371.339996,366.730011,366.820007,-1
366.559998,367.200012,362.940002,363.279999,-1
362.779999,363.420013,359.76001,360.160004,-1
359.01001,361.890015,357.269989,361.709991,1
359.799988,360.790009,357.950012,359.420013,0
360.01001,360.519989,354.269989,357.779999,0
357.799988,359.470001,356.670013,357.059998,0
357.299988,357.5,348.549988,350.299988,-1
349.640015,350,345.410004,348.079987,0
347.390015,348.23999,342.130005,343.040009,-1
342.920013,344.01001,339.51001,343.690002,0
343.700012,345.940002,342.369995,345.059998,0
344.100006,348.76001,341.859985,346.339996,0
344.23999,345.899994,342.829987,345.450012,0
347,349.51001,345.5,348.559998,0
349.380005,349.600006,344.920013,348.429993,0
348.209991,348.660004,343.019989,345.660004,0
346,348.440002,343.880005,345.089996,0
348,349.940002,345.829987,346.230011,0
346.179993,348.410004,344.149994,345.390015,0
344.720001,344.829987,339.959991,340.890015,-1
340.309998,342.690002,338.450012,338.660004,0
338.149994,340,334.350006,335.859985,0
334.070007,338.880005,333.48999,336.839996,1
338.179993,339.850006,337.769989,338.630005,0
338.589996,339.619995,336.549988,336.899994,-1
337.070007,338.320007,335.459991,336.160004,0
336.119995,336.190002,330.579987,331.709991,-1
332.959991,338.359985,332.179993,337.410004,1
337.950012,341.48999,337.5,341.329987,1
341.209991,345.329987,340.579987,343.75,1
346.390015,349.390015,344.5,349.019989,1
350.170013,354.350006,349.790009,351.809998,0
354.029999,354.029999,344.059998,346.630005,-1
346.809998,346.950012,344.299988,346.170013,0
346.850006,348,344.690002,346.299988,0
347.640015,350.109985,346.880005,348.179993,0
349.600006,351.200012,348.600006,350.559998,0
350.089996,350.649994,348.809998,350.01001,0
352.519989,355.950012,351.25,354.25,0
355.019989,357.309998,354.480011,356.790009,1
357.790009,360,357.230011,359.859985,1
360.470001,360.559998,358.070007,358.929993,-1
359.350006,362.609985,358.179993,361.329987,0
360.579987,363.029999,360.25,361,0
361.76001,362.459991,360.049988,361.799988,0
362.51001,363.190002,361.23999,362.679993,0
362.640015,362.640015,359.579987,361.339996,0
361.549988,362.119995,359.209991,360.049988,-1
360.950012,361.519989,358.299988,358.690002,-1
